board_state_100chars_code,best_field,best_prob,time_adv,time_mc,cnf_5,cnf_4,cnf_3,cnf_2
0074444700707777777777777555553337777777777700777700007073330000007777000000000000000000700000000000,"[0, 1]",0.156577717786315,4.25,1.82,24.0,35.0,49.0,67.0
0174444700707777777777777555553337777777777700777700007073330000007777000000000000000000700000000000,"[0, 0]",0.5,3.05,1.0366666666666668,24.0,35.0,49.0,67.0
0707555557777777777773337777777777744447700077777700000000000000000000000007000000007001000007007000,"[8, 6]",0.3304404209686268,52.84,2.9966666666666666,22.0,33.0,46.0,63.0
0707555557777777777773337777777777744447700077777700000000000000000000000007777000007722700007077770,"[6, 9]",0.2607351017009635,1.82,1.2566666666666666,20.0,29.0,41.0,57.0
0000744447000077777700000070000000000777777000072773700007277370000777737000700077777777770007555557,"[2, 3]",0.2011426465167711,2.69,1.59,13.0,27.0,45.0,63.0
0000744447000077777700070070000000000777777000072773700007277370000777737000700077777777770007555557,"[3, 4]",0.2145065288607945,2.23,1.4566666666666668,8.0,21.0,39.0,59.0
0000744447000077777700070070000000700777777000072773700007277370000777737000700077777777770007555557,"[4, 5]",0.2344337406015037,1.74,1.2833333333333334,3.0,16.0,34.0,55.0
0000744447000077777700070070000000700777777007072773700007277370000777737000700077777777770007555557,"[1, 2]",0.2280365226732141,1.39,1.2466666666666666,1.0,12.0,29.0,51.0
0000744447007077777700070070000000700777777007072773700007277370000777737000700077777777770007555557,"[0, 1]",0.2637908756584832,1.23,1.0333333333333334,1.0,10.0,25.0,47.0
0007444470000777777000000070070000700070707007000777777777007555557070777777770770070070700070070700,"[4, 7]",0.5148879223820676,28.61,4.283333333333333,3.0,8.0,19.0,46.0
0007444470000777777000000070070000700070707007010777777777007555557070777777770770070070700070070700,"[2, 7]",0.5198180636777128,19.84,4.663333333333334,3.0,8.0,18.0,40.0
0007444470000777777000000077070000700070707007010777777777007555557070777777770770070070700070070700,"[4, 6]",0.7067763089413969,11.19,3.103333333333333,3.0,8.0,17.0,39.0
0070072270070007777070100000770700000075700000007500000000757777000075333700007577777770770744447700,"[3, 2]",0.3348849945235487,1.84,1.7166666666666666,21.0,32.0,42.0,60.0
0070072270070007777070100000770770000075700000007500000000757777000075333700007577777770770744447700,"[2, 3]",0.5022643062988884,1.64,1.1466666666666667,20.0,30.0,40.0,59.0
0070072270070007777070170000770770000075700000007500000000757777000075333700007577777770770744447700,"[2, 1]",0.5074441687344913,1.4,1.8166666666666669,18.0,28.0,38.0,58.0
5700744447577077777757070000005777000000573777000077372700000737270000077777000070007070000070070700,"[3, 6]",0.2173469883026743,2.02,1.5,17.0,27.0,39.0,61.0
0000700070007000070077000777073700074700370777470037075747707707574707007757770000075700000707570000,"[8, 0]",0.3131986160228695,43.39,1.0933333333333335,1.0,9.0,25.0,56.0
0000700070007000070077000777073700074700370777470037075747707707574707007757770010075700000707570000,"[7, 0]",0.405305410122164,31.43,1.4333333333333331,1.0,9.0,25.0,53.0
0000700070007000070077000777073700074700370777470037075747707707574707277757770027075700007707570000,"[8, 8]",0.2805090104331331,1.26,0.9266666666666667,1.0,9.0,23.0,50.0
0000733370000777777700073777220077375777700737570707077757007000075700000007570000000777000000070000,"[6, 8]",0.2496742394198629,2.69,1.2066666666666668,9.0,23.0,41.0,65.0
0000733370000777777700073777220077375777700737570707077757007000075710000007570000000777000000070000,"[7, 8]",0.7172679827547084,1.83,0.3333333333333333,8.0,21.0,37.0,58.0
0000733370000777777700073777220077375777700737570707077757007000075710000007577000000777000000070000,"[5, 8]",0.5,1.28,1.7966666666666669,6.0,18.0,35.0,57.0
0722770000077770000000000000000000000000700000000707000077777777770727744447072777777777770700755555,"[2, 0]",0.2689968182668912,2.2,1.3633333333333333,21.0,36.0,52.0,70.0
0722770000077770000070000000000000000000700000000707000077777777770727744447072777777777770700755555,"[3, 2]",0.2737630416693337,1.73,1.4433333333333334,20.0,34.0,49.0,67.0
0722770000077770000070000000000070000000700000000707000077777777770727744447072777777777770700755555,"[4, 3]",0.313590692755156,1.4,1.2166666666666666,17.0,30.0,44.0,63.0
7770070000757070000075777770007573337000757777700775777000007772700000277277000027777000077707007000,"[1, 7]",0.3810211946050096,1.54,1.1233333333333333,15.0,25.0,39.0,60.0
7770070000757070070075777770007573337000757777700775777000007772700000277277000027777000077707007000,"[0, 8]",0.4186770428015564,1.22,1.03,12.0,21.0,34.0,56.0
0074444700007777770000000700007770007777757000733375777777777573337000757777700075707000007770070000,"[3, 4]",0.2212945683135252,2.03,1.12,2.0,9.0,26.0,51.0
2277744447777077777773770007007370777777737075555577707777770000000000000000000000000000000000000000,"[6, 3]",0.2096267573597903,3.92,1.5666666666666669,27.0,41.0,56.0,72.0
2277744447777077777773770007007370777777737075555577707777770007000000000000000000000000000000000000,"[7, 1]",0.1877158362111494,3.12,1.7566666666666666,20.0,33.0,50.0,68.0
2277744447777077777773770007007370777777737075555577707777770007000000070000000000000000000000000000,"[8, 0]",0.2124371562573809,2.53,1.55,18.0,30.0,46.0,64.0
2277744447777077777773770007007370777777737075555577707777770007000000070000000070000000000000000000,"[9, 2]",0.2214129643117261,2.02,1.5033333333333332,17.0,28.0,43.0,61.0
2277744447777077777773770007007370777777737075555577707777770007000000070000000070000000000010000000,"[9, 1]",0.4709752321981424,1.2,0.88,13.0,24.0,37.0,52.0
0000070000000000000000000000000700007000700070070700777770770773337073777777707355555777737777772277,"[1, 3]",0.2397559337214509,2.51,1.5266666666666666,16.0,29.0,47.0,69.0
0000070000000700000000000000000700007000700070070700777770770773337073777777707355555777737777772277,"[2, 2]",0.2904793461453501,1.94,1.1333333333333335,11.0,23.0,42.0,65.0
0000070000000700000000700000000700007000700070070700777770770773337073777777707355555777737777772277,"[0, 2]",0.2762557077625571,1.47,1.17,7.0,18.0,36.0,61.0
0070070000000700000000700000000700007000700070070700777770770773337073777777707355555777737777772277,"[2, 8]",0.2824777745913392,1.19,1.1933333333333334,6.0,16.0,33.0,58.0
3337777007777773707000007377000000737077700077777500000727750000072775000007777500000070750000700077,"[5, 3]",0.2918271587646194,2.25,1.2366666666666666,18.0,30.0,44.0,65.0
3337777007777773707000007377000000737077700077777500070727750000072775000007777500000070750000700077,"[6, 1]",0.2767009493670886,1.7,1.3633333333333333,13.0,24.0,39.0,61.0
3337777007777773707000007377000000737077700077777500070727750700072775000007777500000070750000700077,"[8, 0]",0.3068088597210828,1.39,1.0566666666666669,8.0,18.0,34.0,57.0
0000075777000007577200000757720000075777700007570700700777000700700070777777000073337000077777707000,"[0, 2]",0.3285771202063652,18.55,2.8366666666666664,12.0,25.0,43.0,68.0
0070075777000007577200000757720000075777700007570700700777000700700070777777000073337000077777707000,"[3, 1]",0.3586981665308913,13.25,2.813333333333334,10.0,22.0,39.0,65.0
0070075777000007577200000757720700075777700007570700700777000700700070777777000073337000077777707000,"[1, 0]",0.4180258453045605,8.65,2.103333333333333,7.0,17.0,34.0,61.0
0070075777700007577200000757720700075777700007570700700777000700700070777777000073337000077777707000,"[4, 3]",0.403729553477593,5.61,2.583333333333333,6.0,15.0,31.0,58.0
0070075777700007577200000757720700075777700107570700700777000700700070777777000073337000077777707000,"[2, 3]",0.4284474702976905,3.08,2.14,4.0,10.0,24.0,47.0
0070075777700007577200070757720700075777700107570700700777000700700070777777000073337000077777707000,"[4, 2]",0.4666588812332126,1.81,1.4333333333333331,0.0,6.0,20.0,44.0
0070075777700007577200070757720700075777707107570700700777000700700070777777000073337000077777707000,"[5, 3]",0.8659951828333698,1.17,0.2433333333333333,0.0,5.0,18.0,43.0
0070075777700007577200070757720700075777707107570700710777000700700070777777000073337000077777707000,"[6, 3]",0.8564738292011019,1.11,0.2833333333333334,0.0,5.0,18.0,40.0
0000070000000000000000000000000000000000777777000755555700707777777707444477277077777727073337077770,"[3, 6]",0.1927809890815671,3.93,1.75,24.0,38.0,54.0,71.0
0000070000000000000000000000000000007000777777000755555700707777777707444477277077777727073337077770,"[4, 7]",0.2324241749148658,3.18,1.36,18.0,31.0,48.0,67.0
0000070000000000000000000000000000007000777777070755555700707777777707444477277077777727073337077770,"[3, 8]",0.2268015590015756,2.46,1.45,16.0,29.0,45.0,63.0
0000070000000000000000000000000000007070777777070755555700707777777707444477277077777727073337077770,"[2, 7]",0.248069498069498,2.03,1.3099999999999998,15.0,27.0,42.0,59.0
0000070000000000000000000001000000007070777777070755555700707777777707444477277077777727073337077770,"[1, 7]",0.3383052313013402,1.03,1.37,10.0,22.0,35.0,48.0
0000070000000000000000000000007700777007470075707047007577074700757070470075777777017573330070777777,"[7, 3]",0.4621765975983938,52.0,2.0933333333333333,22.0,30.0,43.0,64.0
0000070000000000000000000000007700777007470075707047007577074700757070470775777777017573330070777777,"[9, 3]",0.5187585105883458,41.56,2.68,20.0,28.0,41.0,63.0
0000070000000000000000000000007700777007470075707047007577074700757070477775777777727573330072777777,"[2, 7]",0.2414916727009413,2.2,1.2933333333333332,20.0,28.0,41.0,61.0
0000070000000000000000000007007700777007470075707047007577074700757070477775777777727573330072777777,"[1, 8]",0.2609785202863962,1.75,1.163333333333333,16.0,23.0,35.0,57.0
0000070000000000007000000007007700777007470075707047007577074700757070477775777777727573330072777777,"[1, 6]",0.2509284676247376,1.33,1.21,14.0,20.0,31.0,53.0
0000070000000000707000000007007700777007470075707047007577074700757070477775777777727573330072777777,"[0, 7]",0.3109506359129123,1.01,0.9533333333333333,12.0,18.0,28.0,49.0
2707555557270777777777700070000777700700707370000707737000770073700073707770007307000000730007000777,"[8, 5]",0.4487362899380067,1.06,0.6566666666666667,10.0,15.0,28.0,51.0
7770070000737000000073770000007377700000777570000772757000007275700070777577777000757722770077777770,"[5, 7]",0.3490146941565099,1.41,1.4866666666666666,17.0,28.0,42.0,62.0
7770070000737000000073770000007377700000777570000772757007007275700070777577777000757722770077777770,"[4, 5]",0.3545056867891513,1.22,1.4733333333333334,14.0,24.0,37.0,58.0
0000000077000000007400000000740000000074777770007473337000777777700700333700700777777777700075555570,"[5, 6]",0.1695788710846283,5.05,1.7333333333333334,25.0,37.0,51.0,72.0
0000000077000000007400000000740000000074777770007473337070777777700700333700700777777777700075555570,"[6, 5]",0.1895180839716862,4.48,1.6133333333333333,23.0,35.0,48.0,68.0
0000000077000000007400000000740000000074777770007473337070777777770700333700700777777777700075555570,"[4, 7]",0.1695280253634025,3.63,1.92,21.0,33.0,46.0,65.0
0000000077000000007400000000740000000074777770077473337070777777770700333700700777777777700075555570,"[3, 6]",0.1810847799466974,3.13,1.856666666666667,19.0,31.0,43.0,62.0
0000000077000000007400000000740000001074777770077473337070777777770700333700700777777777700075555570,"[3, 7]",0.2816229116945107,1.73,1.7133333333333332,13.0,23.0,32.0,50.0
0000000077000000007400000000740000001774777770077473337070777777770700333700700777777777700075555570,"[4, 6]",0.3920265780730897,1.56,1.22,12.0,22.0,31.0,49.0
0000070000777000000075700000007577700000757270000775727700007577777770777073337770007777700007007000,"[0, 3]",0.4149469281458391,18.42,1.933333333333333,14.0,26.0,43.0,66.0
0007070000777000000075700000007577700000757270000775727700007577777770777073337770007777700007007000,"[5, 8]",0.3534318023425732,11.26,3.08,13.0,24.0,40.0,63.0
0007070000777000000075700000007577700000757270000775727700707577777770777073337770007777700007007000,"[0, 9]",0.3533379694019471,7.79,3.58,12.0,22.0,37.0,60.0
0007070007777000000075700000007577700000757270000775727700707577777770777073337770007777700007007000,"[1, 8]",0.3774330573179912,5.53,3.87,12.0,20.0,35.0,58.0
0007070007777000007075700000007577700000757270000775727700707577777770777073337770007777700007007000,"[2, 7]",0.418966187329965,3.75,3.133333333333333,9.0,16.0,31.0,54.0
0007070007777000007075700007007577700000757270000775727700707577777770777073337770007777700007007000,"[3, 6]",0.4984764028242289,2.54,1.7933333333333332,4.0,10.0,25.0,50.0
0007070007777000007075700007007577707000757270000775727700707577777770777073337770007777700007007000,"[4, 5]",0.5595732068761115,1.21,1.04,1.0,5.0,20.0,46.0
0774770170007470700070747000000774700000777770000773757000007375700000737570000077757700000075707000,"[0, 6]",0.5027087123509197,51.06,3.14,21.0,34.0,48.0,67.0
0774777270007470727070747077700774700000777770000773757000007375700000737570000077757700000075707000,"[3, 5]",0.2595128073478236,1.88,1.2566666666666666,16.0,28.0,41.0,58.0
0774777270007470727070747077700774710000777770000773757000007375700000737570000077757700000075707000,"[2, 5]",0.4860408881072763,1.09,0.8166666666666665,14.0,23.0,35.0,51.0
0774777270007470727070747777700774710000777770000773757000007375700000737570000077757700000075707000,"[3, 6]",0.5059880239520959,1.02,1.1966666666666663,12.0,21.0,33.0,50.0
7777777777555557333777777777770100700727770700772700700007770700000070700007000000007000070007007000,"[3, 2]",0.8663573610953944,5.12,0.42,2.0,15.0,32.0,56.0
7777777777555557333777777777770110700727770700772700700007770700000070700007000000007000070007007000,"[3, 0]",0.7959330759330759,4.59,0.77,2.0,15.0,32.0,55.0
0000070000777777770075555570777777777073444470077377777070730070070077000700070000007070000070070000,"[0, 2]",0.413028413028413,16.05,0.7200000000000001,1.0,7.0,18.0,48.0
0010070000777777770075555570777777777073444470077377777070730070070077000700070000007070000070070000,"[0, 1]",0.6052207021166752,12.53,0.5333333333333333,1.0,7.0,18.0,46.0
0110070000777777770075555570777777777073444470077377777070730070070077000700070000007070000070070000,"[0, 0]",0.5,10.6,1.5633333333333332,1.0,7.0,17.0,45.0
3337070000777777770075555570777777777073444470077377777070730070070077000700070000007070000070070000,"[0, 8]",0.2378104875804967,1.29,0.9933333333333332,0.0,5.0,15.0,44.0
3337070070777777770075555570777777777073444470077377777070730070070077000700070000007070000070070000,"[8, 8]",0.2347616173808087,1.0,1.0933333333333335,0.0,4.0,13.0,41.0
0070070070770070077707070077570070070757700070075701000777570000074757700007477707000747000070074700,"[5, 3]",0.4728437861119866,24.02,3.9500000000000006,6.0,11.0,16.0,45.0
0070070070770070077707070077570070070757700070075701010777570000074757700007477707000747000070074700,"[4, 3]",0.5491001999555655,14.99,2.7133333333333334,5.0,8.0,12.0,39.0
0070070070770070077707070077570070070757700770075701010777570000074757700007477707000747000070074700,"[7, 3]",0.6660507514166051,7.95,2.12,3.0,6.0,10.0,38.0
0070070070770070077707070077570070070757700770075701010777570000074757700107477707000747000070074700,"[5, 2]",0.4888108008137599,4.93,2.263333333333333,3.0,6.0,8.0,30.0
4444700073777777777337555557733777777777370000000777070000700070000000070000000070700000000700070000,"[7, 3]",0.1827893809091394,3.45,1.9466666666666663,21.0,34.0,49.0,67.0
4444700073777777777337555557733777777777370000000777070000700070000000070700000070700000000700070000,"[9, 3]",0.1993594352572063,2.77,1.54,19.0,31.0,45.0,63.0
4444700073777777777337555557733777777777370000000777070000700070000000070700000070700000000701070000,"[9, 2]",0.3501639344262295,1.99,1.6766666666666667,15.0,27.0,41.0,59.0
4444700073777777777337555557733777777777370000000777070000700070000000070700000070700000000771070000,"[9, 4]",0.5010090817356205,1.74,1.1766666666666667,15.0,27.0,40.0,58.0
0000722772000077777200070000770070000700777777770777555557003777777700370000007037000000007700700000,"[8, 9]",0.2831329016342892,1.57,1.18,8.0,19.0,37.0,66.0
0000722772000077777200070000770070000700777777770777555557003777777700370000007037000000077700700000,"[9, 7]",0.300929112181693,1.17,1.0166666666666668,6.0,16.0,34.0,63.0
0000070000000007770000000727000000072777700007775707000007570007777757700733375707777777570722707777,"[0, 8]",0.3512535963830662,1.5,1.1,14.0,26.0,41.0,62.0
0000070010000007770000000727000000072777700007775707000007570007777757700733375707777777570722707777,"[0, 7]",0.6763398080973555,1.18,0.6233333333333333,14.0,26.0,40.0,57.0
0000070110000007770000000727000000072777700007775707000007570007777757700733375707777777570722707777,"[0, 6]",0.7273804820229158,1.11,0.56,14.0,26.0,39.0,55.0
0070070000700700000007007000000070000000700700000707000077777777777227555557777777777707007444477007,"[5, 4]",0.4399963623135686,9.94,2.316666666666667,11.0,22.0,34.0,62.0
0070070000700700000007007000000070000000700700000707007077777777777227555557777777777707007444477007,"[3, 5]",0.4348631004579558,5.82,2.41,11.0,21.0,31.0,59.0
0070070000700700000007007000000070070000700700000707007077777777777227555557777777777707007444477007,"[4, 6]",0.5706321839080459,3.22,1.39,7.0,16.0,25.0,55.0
0070070000700700000007007000000070070000700700700707007077777777777227555557777777777707007444477007,"[1, 6]",0.4330076295007362,1.51,3.56,5.0,13.0,21.0,52.0
0000700700000007007700000077740000007374777777737455555773747777777777707777000000727000000072700000,"[8, 1]",0.2125695552775741,1.86,1.4433333333333334,7.0,18.0,35.0,61.0
0000700700000007007700000077740000007374777777737455555773747777777777707777000007727000000072700000,"[9, 7]",0.2168173103259381,1.66,1.393333333333333,7.0,18.0,34.0,58.0
0000070000700000000007000000000070000000700000000707777770007744447777277777733327077777777707555557,"[0, 2]",0.2057133198106829,3.4,1.5599999999999998,24.0,37.0,52.0,72.0
0070070000700000000007000000000070000000700000000707777770007744447777277777733327077777777707555557,"[1, 3]",0.2360988660201258,2.71,1.36,23.0,35.0,48.0,69.0
0070070000700700000007000000000070000000700000000707777770007744447777277777733327077777777707555557,"[2, 4]",0.2369164643610458,2.2,1.393333333333333,19.0,30.0,43.0,65.0
0070070000700700000007007000000070000000700000000707777770007744447777277777733327077777777707555557,"[4, 3]",0.2692708876603734,1.64,1.4733333333333334,15.0,25.0,37.0,61.0
0070070000700700000007007000000070000000700700000707777770007744447777277777733327077777777707555557,"[3, 5]",0.2548711726500606,1.28,1.913333333333333,12.0,22.0,33.0,58.0
0000070000000000000000000000000000000070700000000707777777000755555777777777773744447777377777722737,"[2, 7]",0.180917135371819,4.7,2.283333333333333,27.0,42.0,58.0,77.0
0000070000000000000000000007000000000070700000000707777777000755555777777777773744447777377777722737,"[1, 6]",0.2029838060302406,3.83,1.7566666666666666,23.0,37.0,52.0,73.0
0000070000000000700000000007000000000070700000000707777777000755555777777777773744447777377777722737,"[0, 8]",0.2088513456627283,3.23,1.8533333333333333,18.0,31.0,47.0,69.0
0000070070000000700000000007000000000070700000000707777777000755555777777777773744447777377777722737,"[1, 9]",0.2633819304033202,2.5,1.6866666666666668,18.0,30.0,44.0,66.0
0000070070000000700100000007000000000070700000000707777777000755555777777777773744447777377777722737,"[2, 9]",0.4958922558922559,1.54,1.2933333333333332,18.0,30.0,44.0,62.0
0000070070000000700100000007070000000070700000000707777777000755555777777777773744447777377777722737,"[1, 8]",0.6227624899812985,1.24,1.0833333333333333,18.0,29.0,42.0,61.0
5555570700777777007700700070727700000772370000007737000777773700074444770007777700070007000070007000,"[8, 4]",0.2281744790036923,1.8,1.4233333333333331,11.0,16.0,30.0,57.0
0000074700000007470000000747000000074700700077777707000773707777007370333700737077777777770070755555,"[6, 4]",0.1922781700951796,2.6,1.586666666666667,9.0,20.0,35.0,58.0
0000074700000007470000000747000000074700700077777707000773707777707370333700737077777777770070755555,"[5, 3]",0.1964268744654566,1.93,1.5366666666666664,9.0,20.0,34.0,55.0
0000074700000007470000000747000000074700700077777707070773707777707370333700737077777777770070755555,"[4, 2]",0.2281220435193945,2.1,1.2233333333333334,8.0,19.0,32.0,52.0
0000074700000007470000000747000000074700701077777707070773707777707370333700737077777777770070755555,"[5, 2]",0.2783825816485225,1.19,1.4466666666666663,5.0,12.0,24.0,43.0
0000074700000007470000000747000000074700701077777707770773707777707370333700737077777777770070755555,"[4, 1]",0.3642241379310345,1.08,1.1833333333333331,4.0,11.0,23.0,42.0
0000700000000000000000000000777777000073333700007377770000737777770077744447070077777777770000755555,"[1, 1]",0.1706440159992809,4.38,1.7266666666666666,21.0,33.0,49.0,69.0
0000700000070000000000000000777777000073333700007377770000737777770077744447070077777777770000755555,"[1, 3]",0.1704779451609407,3.86,2.033333333333333,19.0,31.0,46.0,65.0
0000700000070100000000000000777777000073333700007377770000737777770077744447070077777777770000755555,"[0, 3]",0.2784488239033693,2.11,1.8766666666666667,13.0,22.0,35.0,54.0
0007700000070100000000000000777777000073333700007377770000737777770077744447070077777777770000755555,"[2, 3]",0.3555066079295154,1.81,1.5766666666666664,13.0,22.0,34.0,53.0
0007700000070100000000070000777777000073333700007377770000737777770077744447070077777777770000755555,"[1, 2]",0.5352016404647983,1.53,0.98,13.0,22.0,34.0,52.0
3337070000777700000070700000000700000000707000007707000000747777000074333700007477777777740755555777,"[3, 3]",0.193164861612515,4.5,1.7700000000000002,27.0,42.0,57.0,72.0
3337070000777700000070700000000707000000707000007707000000747777000074333700007477777777740755555777,"[2, 4]",0.2041522491349481,3.57,1.656666666666667,25.0,39.0,53.0,68.0
3337070000777700000070707000000707000000707000007707000000747777000074333700007477777777740755555777,"[4, 4]",0.1852323838080959,3.09,1.83,20.0,34.0,48.0,64.0
3337070000777700000070707000000707000000707010007707000000747777000074333700007477777777740755555777,"[4, 3]",0.2913800080938891,1.57,1.94,13.0,25.0,35.0,51.0
0000070757000007775700000747570000074757700007475700000747770000777707000073770007107370700007737007,"[9, 2]",0.4239326770936892,47.4,3.02,19.0,32.0,45.0,64.0
0000070757000007775700000747570000074757700007475700000747770777777707073773770007377370700737737007,"[8, 0]",0.1892304338347503,1.96,1.75,14.0,26.0,38.0,55.0
0000070000000000000000000000000000000000777700000773707777777370755555737777777777707777770070744447,"[2, 0]",0.22441807816584,96.56,3.31,24.0,40.0,56.0,75.0
0000070000000000000070000000000000000000777700000773707777777370755555737777777777707777770070744447,"[3, 1]",0.2768294867287165,76.18,2.606666666666667,23.0,38.0,53.0,72.0
0000070000000000000070000000000700000000777700000773707777777370755555737777777777707777770070744447,"[0, 1]",0.261485184845427,57.39,3.25,21.0,35.0,50.0,69.0
0100070000000000000070000000000700000000777700000773707777777370755555737777777777707777770070744447,"[0, 2]",0.4204599273798874,32.25,3.2133333333333334,18.0,31.0,44.0,61.0
0170070000000000000070000000000700000000777700000773707777777370755555737777777777707777770070744447,"[1, 1]",0.5623051545143618,25.15,2.556666666666666,17.0,29.0,42.0,60.0
0722700000077770000007227000007777700000570007000057077777005777333700570777770057000700107700700700,"[7, 8]",0.4658337189572729,1.46,1.1066666666666665,14.0,25.0,40.0,61.0
0722700000077770000007227000007777700000570007000057077777005777333700570777777057000700107700700700,"[8, 7]",0.8203869477331793,1.38,0.33,12.0,23.0,38.0,60.0
0722700000077770000007227000007777700000570007000057077777005777333700570777777057000701107700700700,"[8, 6]",0.7426877470355732,1.11,0.57,12.0,23.0,38.0,56.0
0000000077000000007500000000750000000775700077707500707370750700737077777773777772277772277777007777,"[3, 3]",0.3836818806289116,1.66,1.21,21.0,32.0,46.0,64.0
0000000077000000007500000000750001000775700077707500707370750700737077777773777772277772277777007777,"[4, 3]",0.4414163517008156,1.09,1.03,16.0,24.0,31.0,49.0
0000733370077777777707333700727777777072755555707777777770000007000700000000700000000000000000070000,"[8, 8]",0.2473764027904155,2.56,1.5233333333333334,11.0,23.0,43.0,66.0
0000733370077777777707333700727777777072755555707777777770000007000700000000700000000000700000070000,"[8, 4]",0.2682356734101717,1.9,1.17,8.0,19.0,39.0,62.0
0000733370077777777707333700727777777072755555707777777770000007000700000000700000007000700000070000,"[9, 2]",0.2900099129860117,1.43,0.9833333333333334,4.0,14.0,34.0,58.0
0000733370077777777707333700727777777072755555707777777770000007000700000000700000007000700070070000,"[6, 9]",0.3139931740614334,1.02,0.8366666666666668,3.0,11.0,30.0,55.0
0000700070000077700700007577000000757077700075707407007570747000757774077777707407270000770727000700,"[8, 5]",0.3294829748239606,14.77,1.7,7.0,16.0,31.0,56.0
0000700070000077700700007577000000757077700075707407007570747000757774077777707407270700770727000700,"[4, 7]",0.3263082179464125,10.09,2.053333333333333,7.0,15.0,29.0,53.0
0000700070000077700700007577000000757077700075717407007570747000757774077777707407270700770727000700,"[5, 7]",0.7846908409566846,8.53,0.77,7.0,15.0,29.0,53.0
0070070000070070000070070000000077700000777570000774757000007475700000747577777074757333777777777770,"[6, 9]",0.3028203635422731,40.46,2.6366666666666667,17.0,29.0,42.0,64.0
0070070000070070000070070000000077700000777570000774757000007475700007747577777074757333777777777770,"[5, 8]",0.3162734164060978,29.3,2.6700000000000004,16.0,28.0,40.0,61.0
0070070000070070000070070000000077700000777570000774757000707475700007747577777074757333777777777770,"[6, 7]",0.3594653277242502,21.3,2.5,13.0,24.0,36.0,57.0
0070070000070070000070070000000077700000777570000774757000707475700707747577777074757333777777777770,"[2, 5]",0.3278320374568335,14.55,3.0,12.0,22.0,33.0,54.0
0070070000070070000070070700000077700000777570000774757000707475700707747577777074757333777777777770,"[1, 6]",0.3538311217574936,10.23,2.6566666666666667,8.0,18.0,29.0,50.0
